"ID","IC50"
1,2.22433414900694
5,2.85178661770077
11,2.22433414900694
15,2.22433414900694
19,1.55145946032184
32,2.22433414900694
46,2.22433414900694
52,2.22433414900694
75,2.45775246847255
82,2.45775246847255
84,2.45775246847255
86,2.95130481032794
90,2.22433414900694
108,0.139862152493434
116,2.22433414900694
122,2.22433414900694
126,2.22433414900694
130,2.41268440871185
133,2.22433414900694
141,2.22433414900694
149,2.22433414900694
158,2.47819869329668
167,2.45775246847255
170,1.65910539189635
171,1.07510333591082
177,3.02749776823913
206,1.59158244577918
221,2.22433414900694
224,2.79407944877351
225,2.22433414900694
228,2.79407944877351
240,2.79407944877351
250,2.28364602585543
258,3.42711319197214
273,2.22433414900694
282,3.05263568015161
291,3.34959458739161
299,2.22433414900694
303,2.79407944877351
307,2.22433414900694
311,2.22433414900694
313,2.22433414900694
315,2.22433414900694
324,2.45775246847255
327,4.07232692245343
335,0.478019217070937
336,2.94706648406875
352,2.22433414900694
357,3.34959458739161
363,2.94706648406875
376,2.22433414900694
380,2.22433414900694
382,1.93256694163676
383,2.22433414900694
389,2.22433414900694
390,2.22433414900694
392,2.56332166455542
399,2.45775246847255
411,2.22433414900694
419,1.9266487445714
439,2.79407944877351
451,2.3299033450898
454,2.22433414900694
465,0.456782113703156
467,2.22433414900694
468,4.50825682456743
477,2.22433414900694
480,2.22433414900694
488,2.22433414900694
492,2.22433414900694
497,2.22433414900694
502,1.06049851340688
505,2.50914584586489
506,3.41265046038702
509,2.22433414900694
515,2.22433414900694
517,0.416848116447076
537,1.22809037120605
543,2.22433414900694
551,2.22433414900694
559,2.17575822656585
565,2.22433414900694
566,2.22433414900694
576,3.34959458739161
577,2.28364602585543
585,2.22433414900694
590,2.45775246847255
591,0.754469170538336
593,2.22433414900694
594,2.22433414900694
595,2.22433414900694
598,-0.305884218614735
599,2.22433414900694
605,0.505358036144243
608,2.22433414900694
615,2.22433414900694
621,2.85178661770077
629,2.22433414900694
635,2.22433414900694
638,2.22433414900694
